Quebra;Codigo;Descri��o;Quantidade;Faturamento
01/09/2026;2;COCA-COLA 2L;6;115,35
01/09/2026;3;COCA-COLA 2L ZERO;11;209,79
01/09/2026;4;H2O LIMONETO 500ML;18;170,16
01/09/2026;6;COCA-COLA LATA 350 ML;21;198,04
01/09/2026;7;COCA-COLA LATA ZERO 350ML;29;275,74
01/09/2026;19;MATTE LEAO PET 300ML;7;50,01
01/09/2026;24;FANTA UVA LATA;2;16,59
01/09/2026;37;PUDIM PQ;4;55,18
01/09/2026;39;GUARANA ANTARTICA 2L ZERO;2;29,8
01/09/2026;41;GUARANA ANTARTICA 600ML;1;11,9
01/09/2026;42;GUARANA ANTARTICA LATA;2;16,53
01/09/2026;50;AGUA C/G 15L;2;15,8
01/09/2026;51;AGUA C/G 500ML;31;194,91
01/09/2026;54;MATTE LEAO 1 5 L;2;25,8
01/09/2026;56;ICE TEA 15 L PESSEGO;2;25,8
01/09/2026;60;GUARAVITA;59;176,63
01/09/2026;61;BOLO PRESTIGIO KG;1,756;96,41
01/09/2026;62;GUARAVITON;7;51,75
01/09/2026;88;CATARINA SABORES UN;5;171,15
01/09/2026;96;BOLO PISCINA DE LIMAO;2;69,82
01/09/2026;100;QUEIJO MINAS KG;0,398;24,56
01/09/2026;106;MARGARINA QUALY 500 GR;3;41,7
01/09/2026;107;REQUEIJAO ELEGE 200 GR;3;41,7
01/09/2026;114;PRESTIGIO;4;25,47
01/09/2026;119;TODDYNHO;7;34,3
01/09/2026;123;RED BULL ORIGINAL;2;27,8
01/09/2026;136;CREME DE LEITE 200G;2;11,8
01/09/2026;164;MAIONESE HEINZ 215GR;1;15,9
01/09/2026;166;LEITE ZERO LACTOSE 1L;1;9,9
01/09/2026;167;LEITE INTEGRAL 1L;1;9,9
01/09/2026;173;OVOS 1 DUZIA;1;15,9
01/09/2026;175;QUINDIM PQ;4;37,21
01/09/2026;200;QUEIJO PRATO KG;2,74;232,65
01/09/2026;240;FARINHA DE ROSCA;0,33;8,58
01/09/2026;255;FERRERO ROCHER 375 GR;1;14,9
01/09/2026;300;QUEIJO MUSSARELA KG;3,666;311,98
01/09/2026;333;HALLS SABORES 28GR;13;39
01/09/2026;341;TIC TAC LARANJA;1;3,9
01/09/2026;346;GALAK NESTLE 90GR;1;13,9
01/09/2026;347;MENTOS 37G;10;47,42
01/09/2026;348;KIT KAT CHOCOLATE 41 GR;3;24,33
01/09/2026;350;M&M'S CHOCOLATE 30GR;2;14,41
01/09/2026;351;POLENGUINHO 17G;8;15,92
01/09/2026;359;DIVERSOS;12;104,78
01/09/2026;400;PRESUNTO SEARA KG;0,624;34,26
01/09/2026;408;CAFE ESPRESSO PEQUENO;13;111,96
01/09/2026;409;CAFE ESPRESSO GRANDE;8;86,54
01/09/2026;410;COPO DE LEITE QUENTE OU FRIO;1;6,49
01/09/2026;411;MISTO AMERICANO;1;19,69
01/09/2026;414;CAPUCCINO ITALIANO;10;162,08
01/09/2026;416;CAFE COADO P;12;90,47
01/09/2026;418;NESCAU QUENTE OU GELADO COPO;1;11,9
01/09/2026;424;COCA-COLA 600 ML;7;83,7
01/09/2026;425;COCA-COLA ZERO 600 ML;11;137,61
01/09/2026;434;GATORADE LIMAO 500ML;1;9,9
01/09/2026;436;GATORADE UVA;1;9,9
01/09/2026;437;AGUA S/G 500ML;10;63,67
01/09/2026;442;PAO DE HAMBURGUER;1;12,9
01/09/2026;446;BOLO FITA  SABORES;1;14,9
01/09/2026;449;SONHO CREME;7;63,77
01/09/2026;460;SUCO DE LARANJA 300ML;21;292,3
01/09/2026;461;PAO COM MANTEIGA;2;6,58
01/09/2026;462;PAO NA CHAPA;27;170,69
01/09/2026;464;MISTO QUENTE;12;168,03
01/09/2026;465;QUEIJO QUENTE;5;67,57
01/09/2026;466;MINAS C PEITO DE PERU;4;82,28
01/09/2026;468;PAO COM OVO;30;373,35
01/09/2026;478;PAO DOCE DE BANANA;12;123,38
01/09/2026;479;LUA DE MEL DOCE DE LEITE;10;60,8
01/09/2026;482;BOLO FUBA COM GOIABADA;2;53,8
01/09/2026;488;EMPADAO FRANGO;9;152,1
01/09/2026;495;CAFE COADO G;26;251,11
01/09/2026;499;SONHO NUTELLA;13;154,7
01/09/2026;500;MORTADELA OURO  KG;4,426;220,91
01/09/2026;508;ADD QUEIJO PRATO OU MUSSARELA;1;5,39
01/09/2026;512;COCA COLA 310 ML LATA;1;6,49
01/09/2026;518;CAFE ESPRESSO COM LEITE G;3;37,97
01/09/2026;527;PIPOCA MICROONDAS YOKI MANTEIGA 100G;1;6,9
01/09/2026;533;PAO AUSTRALIANO;0,232;14,59
01/09/2026;534;SALGADOS KG;12,233;736,76
01/09/2026;548;DUNHILL CARLTON;35;587,35
01/09/2026;550;CAFE COM LEITE G;25;323,12
01/09/2026;557;RABANADA;6;54,17
01/09/2026;558;BOLO CHURROS;2;69,8
01/09/2026;560;FOCACCIA;3,74;227,5
01/09/2026;599;PROMO-SALGADOS;299,654;355,09
01/09/2026;624;COCADA UN;4;35,6
01/09/2026;625;QUICHE DE CAMARAO;5;96,39
01/09/2026;627;TORTA FATIA;6;123,07
01/09/2026;631;BRIOCHE SIMPLES;1,082;61,56
01/09/2026;632;ROCAMBOLE SABORES;2;38,82
01/09/2026;635;CAVACA KG;1,26;63,91
01/09/2026;636;CIABATTA;4;19,6
01/09/2026;637;TARTELETE LIMAO;5;50,49
01/09/2026;650;PAO CACHORRO QUENTE;0,184;10,47
01/09/2026;664;BOLO LARANJA GR;8;159,2
01/09/2026;671;TORRADA PETROPOLIS COM OVOS E BACON;4;105,16
01/09/2026;676;MANTEIGA PRESIDENT 200G C SAL BARRA;1;22,9
01/09/2026;678;ESFIHA SABORES;28;224,56
01/09/2026;709;M&MS 45G AO LEITE;1;6,9
01/09/2026;715;SALAME FATIADO PERDIGAO 100G;1;18,9
01/09/2026;732;PAO PLUS VITA TRADICIONAL;1;13,9
01/09/2026;771;SALADA DE FRUTAS 150ML;3;29,71
01/09/2026;773;PASTEL DE BELEM;1;10,89
01/09/2026;800;PAO FRANCES;68,865;1717,87
01/09/2026;801;BOLO CHOCOLATE REDONDO;1;29,9
01/09/2026;807;SONHO DOCE DE LEITE;20;179,61
01/09/2026;808;DONUTS RING;2;20,79
01/09/2026;811;BOLO PISCINA NUTELLA;5;194,5
01/09/2026;812;BRIGADEIRO;42;211,39
01/09/2026;822;LUCKY STRIKE MINT;5;75,75
01/09/2026;827;ADD BACON 3 FATIAS;4;37,96
01/09/2026;838;OVOS MEXIDOS 2 UNID;12;102,53
01/09/2026;842;ICE TEA PESSEGO 300 ML;2;14,8
01/09/2026;849;RED BULL TROPICAL;1;13,9
01/09/2026;852;TAPIOCA MINAS COM PEITO DE PERU;1;25,47
01/09/2026;858;ISQUEIRO PEQUENO;2;13
01/09/2026;902;DUNHILL AZUL BOX;2;33,5
01/09/2026;925;BOLO DE POTE;3;46,41
01/09/2026;929;FRUITTELLA 40G;7;35,1
01/09/2026;941;SUCO LARANJA INTEG 900ML CAMPO LARGO;1;19,9
01/09/2026;943;BOLO DE AIPIM 500G;1;26,1
01/09/2026;948;BATON GAROTO;3;9,1
01/09/2026;953;MARLBORO RED BOX;2;34,67
01/09/2026;968;SANDUICHE NATURAL FITA;14;336,81
01/09/2026;972;AGUA TONICA LATA 350ML SEM ACUCAR;3;22,43
01/09/2026;973;YOPRO COCO COM BATATA DOCE;2;25,8
01/09/2026;980;MOUSSE SABORES;13;150,29
01/09/2026;988;BOLO PAMONHA GR;4;119,6
01/09/2026;996;ROTHMANS AZUL BOX;19;237,5
01/09/2026;1029;AGUA DE COCO PURI 1L;1;22,9
01/09/2026;1033;PACOQUITA SANTA HELENA;9;19,02
01/09/2026;1035;TALENTO AVELA;2;12,8
01/09/2026;1039;SUCO CAMPO LARGO UVA 900ML;1;23,9
01/09/2026;1058;CACHORRO QUENTE DE FORNO;6;59,4
01/09/2026;1110;CAMEL YELLOW BOX;1;12,5
01/09/2026;1123;MACARON SABORES;14;89,11
01/09/2026;1204;CALABRESA PIZZA;6;178,42
01/09/2026;1208;CALABRESA GOURMET PIZZA;1;31,45
01/09/2026;1227;MUSSARELA  PIZZA;2;49,9
01/09/2026;1237;ACAI BABY;1;15,29
01/09/2026;1239;CAFE DA MANHA PEQUENO;4;174,48
01/09/2026;1242;CAFE DA MANHA MEDIO;1;53,79
01/09/2026;1245;IOGURTE EMPORIO;1;26,29
01/09/2026;1247;ESPRESSO CARIOCA GRANDE;1;10,75
01/09/2026;1259;ADD LEITE EM PO;1;4,29
01/09/2026;1265;SUCO MARACOMANGA;2;34,41
01/09/2026;1267;CHA GELADO MATE DA CASA;9;87,81
01/09/2026;1269;TORRADA PETROPOLIS COM PARMESAO;1;18,03
01/09/2026;1283;CROQUE MONSIEUR;1;31,86
01/09/2026;1284;CROQUE MADAME;5;191,3
01/09/2026;1308;BROWNIE FATIA NUTELLA;6;101,4
01/09/2026;1309;CAPUCCINO ESPECIAL;5;91,9
01/09/2026;1328;CROISSANT DE NUTELLA;2;35,8
01/09/2026;1330;SHOT DE LIMÃO;6;16,41
01/09/2026;1345;ADD MORANGO;1;4,9
01/09/2026;1347;ADD MEL/GELEIA;1;5,27
01/09/2026;1412;ICE TEA PESSEGO ZERO PET 300ML;1;7,25
01/09/2026;1420;SNICKERS  DARK 45G;2;14,7
01/09/2026;1454;CHAMBINHO;1;10,82
01/09/2026;1470;MEGA  TRUFA BRANCO;4;87,6
01/09/2026;1585;MARLBORO VISTA DOUBLE FUSION;1;14,75
01/09/2026;1644;TRIDENT MAX 165 G;4;21,11
01/09/2026;1709;COOKIE DE NUTELLA  FATIA;3;74,99
01/09/2026;1738;TWIX 40G;6;43,58
01/09/2026;1783;HALLS MELANCIA;2;6
01/09/2026;1809;PIZZA DA CASA UNIDADE;2;59,8
01/09/2026;1818;AGUA DE COCO PURI 300 ML;2;19,8
01/09/2026;1832;JUJUBA KG;0,16;7,98
01/09/2026;1841;BOLO FATIA;8;90,04
01/09/2026;1865;MARLBORO VISTA PURPLE MIX;4;59
01/09/2026;1874;COOKIE REDONDO;12;171,13
01/09/2026;1901;ICE TEA LIMAO PET 300ML;1;6,9
01/09/2026;1905;PAO PETROPOLIS;1;16,9
01/09/2026;2000;PALHA ITALIANA KG;0,66;59,32
01/09/2026;2028;MATE ZERO 1 5 L;3;38,7
01/09/2026;2080;HAMBURGUER DE FORNO;32;386,33
01/09/2026;2084;LOLLO;1;6,43
01/09/2026;2099;NESCAU GARRAFA 270 ML;1;12,9
01/09/2026;2127;CASILLERO DEL DIABLO SAUVIGNON;1;69,9
01/09/2026;2143;BOLO DE COCO;3;80,7
01/09/2026;2163;BARRA LACTA MEIO AMARGO 80G;1;13,9
01/09/2026;2191;JOELHO SABORES;72;727,04
01/09/2026;2217;PAVE DE GALAK;2;31,21
01/09/2026;2229;COCA COLA 25 L;1;19,9
01/09/2026;2261;GUARANA ANTARCTICA 600 ML ZERO;3;35,7
01/09/2026;2272;CAMEL BLUE BOX;1;12,5
01/09/2026;2274;CHOKITO;2;12,12
01/09/2026;2297;CHARGE;2;11,48
01/09/2026;2316;PAO DE BATATA RECHEADO;18;273,59
01/09/2026;2318;BEBIDA LACTEA ALPINO 280ML;1;12,9
01/09/2026;2319;REQUEIJAO  ZERO LACTOSE ITAMBE;1;16,9
01/09/2026;2337;CIGARRO VAREJO;8;12
01/09/2026;2345;BOLO DE LIMAO KG;1,624;81,04
01/09/2026;2367;SUCO DE LARANJA C/ ACEROLA;3;48,86
01/09/2026;2383;LEITE SEMIDESNATADO 1L;3;29,7
01/09/2026;2481;CAFE PILAO 250G;2;53,8
01/09/2026;2505;KINDER BUENO 43G;3;37,43
01/09/2026;2516;BAGUETE EMPORIO;0,218;12,4
01/09/2026;2544;FRANGO GRELHADO;9;310,43
01/09/2026;2545;CONTRA FILE;7;323,4
01/09/2026;2548;PAO DE QUEIJO KG;7,076;647,15
01/09/2026;2569;FRANGO EMPANADO;6;237,6
01/09/2026;2579;CAFE COM LEITE P;1;6,04
01/09/2026;2624;TILAPIA CROCANTE;1;50,6
01/09/2026;2662;MISTO COM OVO;20;313,42
01/09/2026;2720;PAO NA CHAPA C REQUEIJAO TOSTADO;3;53,21
01/09/2026;2721;MINAS QUENTE;7;97,39
01/09/2026;2722;OMELETE FRANGO CATUPIRY;1;29,21
01/09/2026;2725;TAPIOCA FRANGO COM CATUPIRY;2;51,47
01/09/2026;2738;SUCO DE MARACUJA;5;80,85
01/09/2026;2739;SUCO DE MORANGO;1;16,32
01/09/2026;2740;SUCO VERDE;2;31,29
01/09/2026;2742;VITAMINA DE BANANA AO LEITE;1;16,21
01/09/2026;2744;VITAMINA DE MORANGO COM LEITE;3;46,21
01/09/2026;2745;ADD AVEIA;1;3,25
01/09/2026;2752;CHOCOLATE QUENTE;6;124,44
01/09/2026;2756;ADD QUEIJO MINAS;7;42,48
01/09/2026;2759;ADD ALFACE E TOMATE;1;3,17
01/09/2026;2770;MATTE LEAO ZERO 300ML;2;14,38
01/09/2026;2772;MISTO MINEIRO;2;31,14
01/09/2026;2788;PAO FRANCES DIARIA;95;104,5
01/09/2026;2792;OMELETE MINAS COM PEITO DE PERU;5;131,05
01/09/2026;2825;TRIDENT 8G;12;47,81
01/09/2026;2828;GUARANA ANTARTICA ZERO 1 5L;1;9,9
01/09/2026;2834;REQUEIJAO CATUPIRY;2;22,85
01/09/2026;2847;CARIBE;5;31,26
01/09/2026;2869;PROMOCIONAL;1;24,9
01/09/2026;2934;MIL FOLHAS SABORES UND;4;58,55
01/09/2026;2943;PAO DOCE COLEGIAL KG;1,888;133,81
01/09/2026;2953;GRISSINI PARMESAO KG;0,983;128,39
01/09/2026;2954;PIZZA SECA;3;31,68
01/09/2026;2982;PAO DE BATATA PQ;1;8,9
01/09/2026;3032;MARLBORO GOLD SELECTION BOX;5;60
01/09/2026;3046;COCA COLA  KS;25;187,3
01/09/2026;3047;COCA COLA KS ZERO;34;255,67
01/09/2026;3083;COXINHA DE BRIGADEIRO E MORANGO;7;103,85
01/09/2026;3131;LUA DE MEL NUTELLA;12;87,48
01/09/2026;3179;YOPRO MORANGO 15G;4;51,6
01/09/2026;3218;TARTELETE DE MORANGO;2;24,04
01/09/2026;3271;DUNH ON (KENT) BLUE BOX;2;29
01/09/2026;3272;QUEIJO BOLA KG;0,582;58,15
01/09/2026;3305;MONSTER ULTRA 473ML;2;27,8
01/09/2026;3400;DEL VALLE LARANJA  1L;3;38,7
01/09/2026;3402;DEL VALLE UVA  SEM ACUCAR 1L;2;25,8
01/09/2026;3424;FINI  DENTADURAS 50G;1;9,9
01/09/2026;3452;BATATA SENSACOES FRANGO GRELHADO 35G;1;8,9
01/09/2026;3591;TRIDENT GARRAFA;3;61,53
01/09/2026;3877;LUCKY STRIKE 2CAPS;4;62,48
01/09/2026;3950;TRADICIONAL;17;638,4
01/09/2026;3951;NHONHO;12;477,97
01/09/2026;3952;KIDS;6;157,74
01/09/2026;3958;NHOQUE;5;21,45
01/09/2026;3975;BISCOITO AM. SASHA;0,268;24,1
01/09/2026;3976;BATON EXTRA MILK 16G;3;11,19
01/09/2026;3980;BISCOITO AM. GOIABINHA;0,29;27
01/09/2026;4002;BISCOITO AM BEIJINHO DE FREIRA;0,462;41,53
01/09/2026;4122;QUICHE SABORES;15;261,8
01/09/2026;4127;PAO DE PROVOLONE;0,772;30,79
01/09/2026;4238;CROISSANT SALGADO;9;91,08
01/09/2026;4278;QUEIJO PRATO PRESIDENT 300G;2,485;49,45
01/09/2026;4314;BRIOCHE PARMESAO;0,97;58,6
01/09/2026;4315;BRIOCHE MILHO;0,878;47,42
01/09/2026;4327;CIABATTA RECHEADA;7;70,04
01/09/2026;4368;AGUA TONICA ANTARCTICA 350ML;1;6,9
01/09/2026;4489;MENTOS TUTTI FRUTTI 37G;1;4,91
01/09/2026;4511;CROISSANT MORANGO C/NUTELLA;6;117,74
01/09/2026;4517;SANDUICHE DE MORTADELA DEF C/QUEIJO;2;28,26
01/09/2026;4539;BRIOCHE COCO;0,23;12,17
01/09/2026;4579;MINI SONHO KG;3,3;232,99
01/09/2026;4596;BISNAGUINHA KG;3,804;230,14
01/09/2026;4598;PIPOCA DOCE;3;31,86
01/09/2026;4655;TAXA DE ENTREGA;18;90,04
01/09/2026;4657;SANDUICHE NATURAL FRANGO;11;133,28
01/09/2026;4687;BOLO DE CENOURA C/ CHOCOLATE;5;149,5
01/09/2026;4704;SUCO DE LARANJA 500ML;1;20,4
01/09/2026;4725;PAO DOCE EXTRA GRANDE;7;91,73
01/09/2026;4733;LUCKY STRIKE R.A. PATTERSON;2;22
01/09/2026;4734;CROISSANT NEUTRO;12;108,41
01/09/2026;4772;BOLO FITA DOCE DE LEITE;7;105,3
01/09/2026;4774;VINHO CAMPO LARGO ROSE SUAVE UN 750ML;1;21,9
01/09/2026;4862;CAIXA CHA TWININGS 10UN;1;18,9
01/09/2026;4971;RABANADA KG;0,098;6,41
01/09/2026;4986;SALADA DE ATUM;2;69,3
01/09/2026;5011;FRANGO C/ REQUEIJAO PIZZA;4;120,78
01/09/2026;5019;CAMARAO C REQUEIJAO  PIZZA;1;32,95
01/09/2026;5074;ADD MAMAO;2;10,78
01/09/2026;5085;SNICKERS MORANGO 42G;1;6,9
01/09/2026;5109;ADD QUEIJO PARMESAO RALADO;1;4,29
01/09/2026;5179;BARQUINHA RECHEADA;14;143,22
01/09/2026;5233;ESFIHA FECHADA SABORES;15;183,71
01/09/2026;5255;DORITOS NACHO 75G;1;13,9
01/09/2026;5260;MANTEIGA CRIOULO C/SAL 200G;2;31,8
01/09/2026;5290;BOLO DE CENOURA C/CHOCOLATE KG;2,13;127,62
01/09/2026;5293;SCHWEPPES CITRUS LATA 350ML;3;25,05
01/09/2026;5341;BANOFFE DE POTE;3;45,84
01/09/2026;5342;DOCES JUNINOS;1;4,26
01/09/2026;5353;LUA DE MEL LIMAO;9;55,21
01/09/2026;5414;CAMAROES C/ LINGUINE ALFREDO;1;51,59
01/09/2026;5467;SUCO LIMOROSA;2;37,59
01/09/2026;5468;SUCO LARAMORA;2;39,38
01/09/2026;5506;BROWNIE NUTELLA 90G;3;29,7
01/09/2026;5515;BROWNIE DOCE DE LEITE 90G;1;9,9
01/09/2026;5558;BARRINHA NUTRATA WHEY GREGO 11G;1;12,9
01/09/2026;5627;PALMIER BORBOLETA UND;8;63,75
01/09/2026;5635;BISCOITO AM. PISTACHE;0,096;14,36
01/09/2026;5671;CAMISOLA DOCE;7;64,09
01/09/2026;5722;YOPRO DOCE DE LEITE 15G 250ML;2;25,8
01/09/2026;5807;QUEIJO PARMESAO ADICIONAL DELIVERY;1;2,5
01/09/2026;5830;BAGUETE CAPRESE;5;65,94
01/09/2026;5839;CROISSANT NA CHAPA COM MANTEIGA;1;12,9
01/09/2026;5840;CROISSANT MISTO DE QUEIJO E PRESUNTO;1;20,53
01/09/2026;5845;TORRADA PETROPOLIS SIMPLES;2;28,27
01/09/2026;5846;TORRADA PETROPOLIS OVOS E REQUEIJAO;3;72,06
01/09/2026;5849;SANDUICHE DE FRANGO CROCANTE;3;95,37
01/09/2026;5850;X TUDO;7;221,63
01/09/2026;5851;CHEESEBURGUER;3;78,29
01/09/2026;5853;SUCO ROSA;1;18,39
01/09/2026;5857;TAPIOCA OVOS MEXIDOS COM REQUEIJAO;1;24,94
01/09/2026;5900;BISCOITO AM. BAMBOLE KG;0,332;29,85
01/09/2026;5911;PAO DE QUEIJO RECHEADO KG;6,262;589,05
01/09/2026;5927;PRESUNTO SADIA KG;2,02;120,99
01/09/2026;5930;PEITO DE PERU SADIA KG;0,446;40,77
01/09/2026;5952;RUFFLES SAL 68G;1;12,9
01/09/2026;6011;COF BOLO CORPORATIVO P;1;189,9
01/09/2026;6037;FUNCIONÁRIOS COCA-COLA 2L;2;29,8
01/09/2026;6062;COF PAO FRANCES;223;289,9
01/09/2026;6076;ADD CAMARAO MASSAS;1;16,39
01/09/2026;6170;TORTA KINDER FATIA;5;124,28
01/09/2026;6172;RED BULL ZERO;4;56,51
01/09/2026;6173;TORTA OREO FATIA;6;150,27
01/09/2026;6193;DUNHILL VOYAGE DOUBLE REFRESH BOX;2;28
01/09/2026;6217;X SALADA;1;27,39
01/09/2026;6259;MANTEIGA KREMINAS C/SAL PT 200G;1;13,9
01/09/2026;6273;BENTO CAKE 10CM;2;69,8
01/09/2026;6300;TORTA FERRERO FATIA;1;23,9
01/09/2026;6334;CLASSIC CHOC AO LEITE 150G;2;39,8
01/09/2026;6391;LACTA DIAMANTE NEGRO 68G;1;21,9
01/09/2026;6412;CROISSANT FOLHADO;10;151,97
01/09/2026;6467;MENTOS WILD SPEARMINT;1;4,86
01/09/2026;6490;BOLO VULCAO BRIGADEIRO;1;99,9
01/09/2026;6498;LATTE BRIGADEIRO;1;18,59
01/09/2026;6501;FRENCH TOAST BANANA;2;43,78
01/09/2026;6506;ADD BATATA FRITA SANDUICHES;10;97,52
01/09/2026;6508;SANDUICHE DE ATUM DEFUMADO;3;78,9
01/09/2026;6564;KIDS FRANGO;1;28,4
01/09/2026;6566;ALMOCO KG;67,767;6611,88
01/09/2026;6595;BISCOITO POLVILHO COM QUEIJO;0,434;43,36
01/09/2026;6621;PAO DOCE COLEGIAL - 6 UNIDADES;3;50,7
01/09/2026;6623;SPRITE ZERO 2L;1;14,9
01/09/2026;6626;BOLO DE LEITE;2;50,42
01/09/2026;6629;BATON CHOCOSTICK COOKIES&CREAM;1;5,24
01/09/2026;6644;BARRINHA NUTRY CRISPY PROTEIN 9G;1;12,31
01/09/2026;6651;BEB LACTEA YOPRO  CHEESCAKE 15G;1;12,9
01/09/2026;6666;BOLO DE BANANA INTEGRAL KG;1,686;106,09
01/09/2026;6684;CHOCOLATE CHOCOSTICK AVELA 26G;1;5,34
01/09/2026;6707;BOLO FITA CENOURA COM CHOCOLATE;6;89,7
01/09/2026;6719;PITEIRA 4:20 FREE TIME SLIM;1;4,9
01/09/2026;6731;PAPEL P/ CIGARRO POP KING SIZE LARGE;1;4,9
01/09/2026;6738;MINAS FRESCAL TIROLEZ KG;1;17,9
01/09/2026;6743;NESCAFE PROENERGY CHOCNO 270ML;2;37,8
01/09/2026;6744;KITKAT  TUTTI FRUTTI 415G;2;16,32
01/09/2026;7,89284E+12;H2O LIMAO 500ML;11;104,61
01/09/2026;7,89893E+12;AGUA S GAS 15 TERESOPOLIS;6;42,47
02/09/2026;2;COCA-COLA 2L;2;37,82
02/09/2026;3;COCA-COLA 2L ZERO;12;228,85
02/09/2026;4;H2O LIMONETO 500ML;9;87,12
02/09/2026;6;COCA-COLA LATA 350 ML;47;443,34
02/09/2026;7;COCA-COLA LATA ZERO 350ML;46;436,71
02/09/2026;8;SPRITE 2L;1;14,9
02/09/2026;19;MATTE LEAO PET 300ML;6;43,59
02/09/2026;37;PUDIM PQ;3;39,75
02/09/2026;38;GUARANA ANTARTICA 2L;1;14,9
02/09/2026;39;GUARANA ANTARTICA 2L ZERO;2;29,8
02/09/2026;42;GUARANA ANTARTICA LATA;9;75,53
02/09/2026;43;GUARANA ANTARTICA LATA ZERO;2;17,38
02/09/2026;50;AGUA C/G 15L;2;17,38
02/09/2026;51;AGUA C/G 500ML;24;152,07
02/09/2026;54;MATTE LEAO 1 5 L;1;12,9
02/09/2026;56;ICE TEA 15 L PESSEGO;1;12,9
02/09/2026;58;MATTE LEAO 1 5 L LIMAO;2;25,8
02/09/2026;60;GUARAVITA;37;108,15
02/09/2026;61;BOLO PRESTIGIO KG;1,736;95,31
02/09/2026;62;GUARAVITON;8;55,89
02/09/2026;88;CATARINA SABORES UN;5;168,25
02/09/2026;96;BOLO PISCINA DE LIMAO;2;69,8
02/09/2026;100;QUEIJO MINAS KG;1,964;117,64
02/09/2026;107;REQUEIJAO ELEGE 200 GR;3;41,7
02/09/2026;108;MANTEIGA ITAMBE 200 GR;2;35,8
02/09/2026;109;REQUEIJAO TRADICIONAL ITAMBE;1;16,9
02/09/2026;114;PRESTIGIO;5;30,48
02/09/2026;115;PATE DE PEITO DE PERU;2;13,8
02/09/2026;119;TODDYNHO;11;54,39
02/09/2026;167;LEITE INTEGRAL 1L;1;10,67
02/09/2026;173;OVOS 1 DUZIA;1;15,9
02/09/2026;175;QUINDIM PQ;2;17,8
02/09/2026;187;CHOCOLICIA;1;8,9
02/09/2026;191;BISCOITO DE LIMAO 160G;1;6,9
02/09/2026;200;QUEIJO PRATO KG;3,568;302,97
02/09/2026;236;ACUCAR REFINADO KG;1;6,9
02/09/2026;240;FARINHA DE ROSCA;0,272;7,07
02/09/2026;255;FERRERO ROCHER 375 GR;1;16,05
02/09/2026;300;QUEIJO MUSSARELA KG;4,48;380,33
02/09/2026;333;HALLS SABORES 28GR;15;46,69
02/09/2026;342;TIC TAC MORANGO;1;3,9
02/09/2026;346;GALAK NESTLE 90GR;2;28,76
02/09/2026;347;MENTOS 37G;10;45,69
02/09/2026;351;POLENGUINHO 17G;8;16,09
02/09/2026;353;DANONE MORANGO 170G;2;11,8
02/09/2026;359;DIVERSOS;20;168,59
02/09/2026;400;PRESUNTO SEARA KG;0,634;34,81
02/09/2026;408;CAFE ESPRESSO PEQUENO;9;77,2
02/09/2026;409;CAFE ESPRESSO GRANDE;8;85,3
02/09/2026;411;MISTO AMERICANO;5;98,45
02/09/2026;414;CAPUCCINO ITALIANO;10;160,85
02/09/2026;416;CAFE COADO P;16;119,56
02/09/2026;418;NESCAU QUENTE OU GELADO COPO;3;39,27
02/09/2026;422;MATTE LEAO LIMAO 300 ML;1;7,59
02/09/2026;424;COCA-COLA 600 ML;6;75,64
02/09/2026;425;COCA-COLA ZERO 600 ML;10;121,93
02/09/2026;436;GATORADE UVA;1;9,9
02/09/2026;437;AGUA S/G 500ML;18;111,45
02/09/2026;442;PAO DE HAMBURGUER;1;12,9
02/09/2026;446;BOLO FITA  SABORES;1;16,38
02/09/2026;449;SONHO CREME;12;109,44
02/09/2026;456;COXINHA DE FRANGO;18;199,7
02/09/2026;460;SUCO DE LARANJA 300ML;17;234,09
02/09/2026;461;PAO COM MANTEIGA;4;13,16
02/09/2026;462;PAO NA CHAPA;40;254,86
02/09/2026;464;MISTO QUENTE;12;167,89
02/09/2026;465;QUEIJO QUENTE;2;28,3
02/09/2026;466;MINAS C PEITO DE PERU;6;124,74
02/09/2026;468;PAO COM OVO;27;342,43
02/09/2026;469;SANDUICHE DE MORTADELA DEF;3;35,88
02/09/2026;479;LUA DE MEL DOCE DE LEITE;4;23,96
02/09/2026;482;BOLO FUBA COM GOIABADA;4;107,98
02/09/2026;488;EMPADAO FRANGO;11;188,32
02/09/2026;495;CAFE COADO G;44;424,84
02/09/2026;499;SONHO NUTELLA;11;133,76
02/09/2026;500;MORTADELA OURO  KG;4,916;245,32
02/09/2026;507;ADD OVO SANDUICHE;2;8,58
02/09/2026;508;ADD QUEIJO PRATO OU MUSSARELA;2;10,78
02/09/2026;512;COCA COLA 310 ML LATA;1;6,5
02/09/2026;518;CAFE ESPRESSO COM LEITE G;3;38,08
02/09/2026;533;PAO AUSTRALIANO;0,204;12,83
02/09/2026;534;SALGADOS KG;13,101;787,84
02/09/2026;548;DUNHILL CARLTON;33;554,29
02/09/2026;550;CAFE COM LEITE G;34;442,35
02/09/2026;553;TRAKINAS MORANGO 126G;1;4,9
02/09/2026;557;RABANADA;4;36,49
02/09/2026;558;BOLO CHURROS;3;108,19
02/09/2026;599;PROMO-SALGADOS;166,162;192,44
02/09/2026;620;FILTRO 102 MELITTA;1;8,9
02/09/2026;624;COCADA UN;8;72,98
02/09/2026;625;QUICHE DE CAMARAO;4;75,6
02/09/2026;627;TORTA FATIA;12;249,24
