Quebra;Codigo;Descri��o;Quantidade;Faturamento
03/09/2026;6707;BOLO FITA CENOURA COM CHOCOLATE;8;121,66
03/09/2026;6710;PAO DE TAPIOCA G;2;27,8
03/09/2026;6719;PITEIRA 4:20 FREE TIME SLIM;2;9,8
03/09/2026;6721;MINI CHARUTO ALONSO MENENDEZ GOLD;1;14,9
03/09/2026;6727;PAPEL P/ CIGARRO DE LUXE KING SIZE;1;7,9
03/09/2026;6731;PAPEL P/ CIGARRO POP KING SIZE LARGE;1;4,9
03/09/2026;6739;REQUEIJAO TIROLEZ 200G;1;13,9
03/09/2026;6742;NESCAFE CAPPU PRO ENERGY 270ML;1;18,9
03/09/2026;6743;NESCAFE PROENERGY CHOCNO 270ML;1;18,9
03/09/2026;6744;KITKAT  TUTTI FRUTTI 415G;1;7,9
03/09/2026;7,89284E+12;H2O LIMAO 500ML;6;56,7
03/09/2026;7,8949E+12;COCA COLA 2+250 ML;1;18,9
03/09/2026;7,8949E+12;COCA COLA 2+250 ML ZERO;1;18,9
03/09/2026;7,89893E+12;AGUA S GAS 15 TERESOPOLIS;5;34,5
04/09/2026;2;COCA-COLA 2L;8;154,81
04/09/2026;3;COCA-COLA 2L ZERO;17;326,97
04/09/2026;4;H2O LIMONETO 500ML;9;82,66
04/09/2026;6;COCA-COLA LATA 350 ML;30;283,11
04/09/2026;7;COCA-COLA LATA ZERO 350ML;12;112,14
04/09/2026;14;FANTA LARANJA 2L;1;13,9
04/09/2026;19;MATTE LEAO PET 300ML;9;62,79
04/09/2026;37;PUDIM PQ;3;41,15
04/09/2026;38;GUARANA ANTARTICA 2L;2;29,8
04/09/2026;39;GUARANA ANTARTICA 2L ZERO;5;74,5
04/09/2026;41;GUARANA ANTARTICA 600ML;2;23,8
04/09/2026;42;GUARANA ANTARTICA LATA;6;50,27
04/09/2026;50;AGUA C/G 15L;2;16,3
04/09/2026;51;AGUA C/G 500ML;31;192,46
04/09/2026;54;MATTE LEAO 1 5 L;2;25,8
04/09/2026;58;MATTE LEAO 1 5 L LIMAO;1;12,9
04/09/2026;60;GUARAVITA;35;102,57
04/09/2026;61;BOLO PRESTIGIO KG;2,464;138,74
04/09/2026;62;GUARAVITON;7;49,68
04/09/2026;72;HEINEKEN LONG NECK 330ML;4;52,69
04/09/2026;78;BRAHMA LATAO 473 ML;2;19,8
04/09/2026;81;CERVEJA ANTARTICA LATAO 473 ML;3;29,7
04/09/2026;83;CERVEJA HOEGAARDEN 330ML;2;29,8
04/09/2026;96;BOLO PISCINA DE LIMAO;1;37,03
04/09/2026;100;QUEIJO MINAS KG;0,936;56,06
04/09/2026;105;MARGARINA QUALY 250 GR;2;15,8
04/09/2026;106;MARGARINA QUALY 500 GR;3;41,7
04/09/2026;107;REQUEIJAO ELEGE 200 GR;1;13,9
04/09/2026;108;MANTEIGA ITAMBE 200 GR;1;17,9
04/09/2026;109;REQUEIJAO TRADICIONAL ITAMBE;1;16,9
04/09/2026;114;PRESTIGIO;4;24,64
04/09/2026;119;TODDYNHO;13;64,29
04/09/2026;123;RED BULL ORIGINAL;7;97,3
04/09/2026;167;LEITE INTEGRAL 1L;2;19,8
04/09/2026;174;OVO UNIDADE;2;2,4
04/09/2026;175;QUINDIM PQ;2;18,69
04/09/2026;187;CHOCOLICIA;1;9,6
04/09/2026;200;QUEIJO PRATO KG;2,872;243,87
04/09/2026;300;QUEIJO MUSSARELA KG;6,022;516,24
04/09/2026;333;HALLS SABORES 28GR;10;30,18
04/09/2026;342;TIC TAC MORANGO;2;7,87
04/09/2026;346;GALAK NESTLE 90GR;1;13,9
04/09/2026;347;MENTOS 37G;1;4,68
04/09/2026;351;POLENGUINHO 17G;7;13,93
04/09/2026;353;DANONE MORANGO 170G;6;35,83
04/09/2026;359;DIVERSOS;18;158,67
04/09/2026;400;PRESUNTO SEARA KG;0,164;9
04/09/2026;408;CAFE ESPRESSO PEQUENO;6;51
04/09/2026;409;CAFE ESPRESSO GRANDE;12;129,64
04/09/2026;411;MISTO AMERICANO;1;19,69
04/09/2026;414;CAPUCCINO ITALIANO;7;114,44
04/09/2026;416;CAFE COADO P;4;30,35
04/09/2026;418;NESCAU QUENTE OU GELADO COPO;1;12,89
04/09/2026;424;COCA-COLA 600 ML;13;158,06
04/09/2026;425;COCA-COLA ZERO 600 ML;19;236,96
04/09/2026;434;GATORADE LIMAO 500ML;2;20,79
04/09/2026;435;GATORADE TANGERINA;1;9,9
04/09/2026;436;GATORADE UVA;1;9,9
04/09/2026;437;AGUA S/G 500ML;14;86,25
04/09/2026;442;PAO DE HAMBURGUER;2;25,8
04/09/2026;449;SONHO CREME;4;36,15
04/09/2026;460;SUCO DE LARANJA 300ML;24;337,06
04/09/2026;461;PAO COM MANTEIGA;2;6,58
04/09/2026;462;PAO NA CHAPA;28;178,96
04/09/2026;464;MISTO QUENTE;10;137,69
04/09/2026;465;QUEIJO QUENTE;1;14,06
04/09/2026;466;MINAS C PEITO DE PERU;5;101,66
04/09/2026;468;PAO COM OVO;27;337,52
04/09/2026;469;SANDUICHE DE MORTADELA DEF;2;23,98
04/09/2026;478;PAO DOCE DE BANANA;14;138,91
04/09/2026;479;LUA DE MEL DOCE DE LEITE;9;53,91
04/09/2026;480;FEIJOADA;18;801,25
04/09/2026;482;BOLO FUBA COM GOIABADA;2;53,8
04/09/2026;488;EMPADAO FRANGO;10;172,81
04/09/2026;495;CAFE COADO G;30;290,21
04/09/2026;499;SONHO NUTELLA;10;121,25
04/09/2026;500;MORTADELA OURO  KG;6,308;314,78
04/09/2026;507;ADD OVO SANDUICHE;1;4,29
04/09/2026;508;ADD QUEIJO PRATO OU MUSSARELA;4;20,58
04/09/2026;518;CAFE ESPRESSO COM LEITE G;2;24,99
04/09/2026;533;PAO AUSTRALIANO;0,466;29,31
04/09/2026;534;SALGADOS KG;12,232;738,29
04/09/2026;540;BRAHMA MALZBIER;2;15,8
04/09/2026;541;CARACU LATA 350 ML;1;8,58
04/09/2026;547;LUCKY STRIKE FRESH ICE;5;76,22
04/09/2026;548;DUNHILL CARLTON;28;469
04/09/2026;550;CAFE COM LEITE G;27;350,58
04/09/2026;557;RABANADA;3;26,7
04/09/2026;558;BOLO CHURROS;3;108,53
04/09/2026;579;FANDANGOS PRESUNTO /  QUEIJO 35G;1;6
04/09/2026;599;PROMO-SALGADOS;113,42;113,56
04/09/2026;620;FILTRO 102 MELITTA;1;8,9
04/09/2026;625;QUICHE DE CAMARAO;5;101,35
04/09/2026;627;TORTA FATIA;6;122,26
04/09/2026;632;ROCAMBOLE SABORES;7;135,05
04/09/2026;635;CAVACA KG;0,904;45,13
04/09/2026;637;TARTELETE LIMAO;5;52,47
04/09/2026;664;BOLO LARANJA GR;6;120,54
04/09/2026;671;TORRADA PETROPOLIS COM OVOS E BACON;4;103,52
04/09/2026;678;ESFIHA SABORES;26;209,5
04/09/2026;693;AMANDITA;1;23,9
04/09/2026;700;PEITO DE PERU SEARA KG;0,206;18,52
04/09/2026;710;ELMA CHIPS AMENDOIM SEM PELE 100G;1;11,9
04/09/2026;715;SALAME FATIADO PERDIGAO 100G;2;37,8
04/09/2026;732;PAO PLUS VITA TRADICIONAL;1;15,11
04/09/2026;739;MINAS PADRAO REGINA KG;0,278;30,55
04/09/2026;771;SALADA DE FRUTAS 150ML;6;59,4
04/09/2026;772;CIGARRO VAREJO DUNHILL;2;5
04/09/2026;773;PASTEL DE BELEM;4;43,4
04/09/2026;800;PAO FRANCES;74,89;1867,89
04/09/2026;807;SONHO DOCE DE LEITE;19;169,1
04/09/2026;808;DONUTS RING;1;10,66
04/09/2026;811;BOLO PISCINA NUTELLA;2;81,69
04/09/2026;812;BRIGADEIRO;13;64,27
04/09/2026;822;LUCKY STRIKE MINT;3;45
04/09/2026;827;ADD BACON 3 FATIAS;3;29,37
04/09/2026;838;OVOS MEXIDOS 2 UNID;9;75,04
04/09/2026;842;ICE TEA PESSEGO 300 ML;1;6,9
04/09/2026;858;ISQUEIRO PEQUENO;2;13
04/09/2026;862;PAO SEMI ITALIANO RECHEADO UN;3;50,7
04/09/2026;906;SALAME KG;0,102;16,31
04/09/2026;925;BOLO DE POTE;3;47,68
04/09/2026;929;FRUITTELLA 40G;10;50,63
04/09/2026;941;SUCO LARANJA INTEG 900ML CAMPO LARGO;3;59,7
04/09/2026;943;BOLO DE AIPIM 500G;7;178,1
04/09/2026;947;ADD BATATA FRITA;2;19,23
04/09/2026;968;SANDUICHE NATURAL FITA;15;359,4
04/09/2026;972;AGUA TONICA LATA 350ML SEM ACUCAR;5;35,8
04/09/2026;980;MOUSSE SABORES;9;98,78
04/09/2026;988;BOLO PAMONHA GR;3;89,7
04/09/2026;996;ROTHMANS AZUL BOX;17;213,56
04/09/2026;1029;AGUA DE COCO PURI 1L;3;68,7
04/09/2026;1032;TALENTO DIET 25G;1;8,9
04/09/2026;1033;PACOQUITA SANTA HELENA;9;19,1
04/09/2026;1035;TALENTO AVELA;1;6,42
04/09/2026;1054;EMPADINHA DE FRANGO;10;131,58
04/09/2026;1058;CACHORRO QUENTE DE FORNO;9;89,85
04/09/2026;1061;PAO ARTESANO PLUS VITA ORIGINAL;1;16,9
04/09/2026;1097;CAFE MELITA 250 GR;1;28,9
04/09/2026;1110;CAMEL YELLOW BOX;1;12,5
04/09/2026;1123;MACARON SABORES;23;140,15
04/09/2026;1204;CALABRESA PIZZA;5;148,23
04/09/2026;1209;PORTUGUESA PIZZA;8;257,16
04/09/2026;1213;NUTELLA PIZZA;2;72,48
04/09/2026;1216;PEPPERONI PIZZA;5;163,27
04/09/2026;1217;MARGUERITA PIZZA;4;120,35
04/09/2026;1218;QUATRO QUEIJOS PIZZA;3;96,71
04/09/2026;1221;CARBONARA PIZZA;1;33,45
04/09/2026;1225;BANANA NEVADA PIZZA;4;111,97
04/09/2026;1227;MUSSARELA  PIZZA;1;26,99
04/09/2026;1239;CAFE DA MANHA PEQUENO;8;350,28
04/09/2026;1242;CAFE DA MANHA MEDIO;3;160,16
04/09/2026;1243;CAFE DA MANHA GRANDE;3;204,96
04/09/2026;1245;IOGURTE EMPORIO;10;257,4
04/09/2026;1248;CAFE HARIO V60;1;18,59
04/09/2026;1259;ADD LEITE EM PO;1;4,29
04/09/2026;1260;ADD MEL;1;5,39
04/09/2026;1263;SUCO LIMONADA SUICA;2;28,38
04/09/2026;1265;SUCO MARACOMANGA;3;51,84
04/09/2026;1267;CHA GELADO MATE DA CASA;6;57,61
04/09/2026;1269;TORRADA PETROPOLIS COM PARMESAO;1;18,05
04/09/2026;1284;CROQUE MADAME;1;38,39
04/09/2026;1308;BROWNIE FATIA NUTELLA;3;52,39
04/09/2026;1309;CAPUCCINO ESPECIAL;3;53,42
04/09/2026;1328;CROISSANT DE NUTELLA;2;37,59
04/09/2026;1330;SHOT DE LIMÃO;1;2,72
04/09/2026;1365;ICE TEA LIMAO PET 1 5;1;14,2
04/09/2026;1412;ICE TEA PESSEGO ZERO PET 300ML;1;7,59
04/09/2026;1419;BISCOITO LEITE MALTADO  PIRAQUE;2;13,8
04/09/2026;1420;SNICKERS  DARK 45G;2;14,39
04/09/2026;1452;MEGA CLASSICO;3;65,7
04/09/2026;1454;CHAMBINHO;1;9,9
04/09/2026;1455;PICOLE PRESTIGIO;1;19,19
04/09/2026;1457;PICOLE LA FRUTTA UVA;2;20,32
04/09/2026;1508;FINI TUBES MORANGO;1;9,9
04/09/2026;1585;MARLBORO VISTA DOUBLE FUSION;2;29,5
04/09/2026;1644;TRIDENT MAX 165 G;3;15,31
04/09/2026;1709;COOKIE DE NUTELLA  FATIA;6;147,12
04/09/2026;1725;ADD PEITO DE PERU;1;6,49
04/09/2026;1738;TWIX 40G;2;14,97
04/09/2026;1809;PIZZA DA CASA UNIDADE;8;239,98
04/09/2026;1818;AGUA DE COCO PURI 300 ML;3;30,69
04/09/2026;1832;JUJUBA KG;0,32;16,6
04/09/2026;1841;BOLO FATIA;9;121,33
04/09/2026;1874;COOKIE REDONDO;11;157,46
04/09/2026;1901;ICE TEA LIMAO PET 300ML;3;22,77
04/09/2026;1905;PAO PETROPOLIS;1;16,9
04/09/2026;2000;PALHA ITALIANA KG;0,46;42,61
04/09/2026;2080;HAMBURGUER DE FORNO;29;352,85
04/09/2026;2084;LOLLO;4;24,1
04/09/2026;2099;NESCAU GARRAFA 270 ML;3;38,7
04/09/2026;2143;BOLO DE COCO;4;107,6
04/09/2026;2167;CUSCUZ PEDACO;2;25,8
04/09/2026;2191;JOELHO SABORES;64;646,16
04/09/2026;2219;AGUA TONICA SABORES;1;6,9
04/09/2026;2272;CAMEL BLUE BOX;3;39,2
04/09/2026;2297;CHARGE;1;5,5
04/09/2026;2301;YOPRO BANANA;1;13,66
04/09/2026;2303;PAO COM LINGUICA;2;51,89
04/09/2026;2319;REQUEIJAO  ZERO LACTOSE ITAMBE;1;16,9
04/09/2026;2337;CIGARRO VAREJO;4;6
04/09/2026;2345;BOLO DE LIMAO KG;1,51;75,82
04/09/2026;2348;JOELHO DE FRANGO;1;9,9
04/09/2026;2367;SUCO DE LARANJA C/ ACEROLA;5;80,54
04/09/2026;2459;SUCO DE ABACAXI;2;30,58
04/09/2026;2481;CAFE PILAO 250G;1;26,9
04/09/2026;2484;SUCO DE UVA CAMPO 1350ML;3;83,7
04/09/2026;2516;BAGUETE EMPORIO;1,13;64,29
04/09/2026;2538;YOPRO 25G HIGH CHOCOLATE;1;16,98
04/09/2026;2540;H2O CITRUS 500 ML;2;17,38
04/09/2026;2543;BOLO RED VELVET KG;1,09;66,46
04/09/2026;2544;FRANGO GRELHADO;7;236,8
04/09/2026;2545;CONTRA FILE;8;364,6
04/09/2026;2548;PAO DE QUEIJO KG;8,028;727,18
04/09/2026;2569;FRANGO EMPANADO;7;259,2
04/09/2026;2579;CAFE COM LEITE P;2;12,08
04/09/2026;2590;ESPUMANTE CASA PERINI 750ML MOSCATE;1;78,9
04/09/2026;2618;RED BULL MELANCIA;2;27,8
04/09/2026;2624;TILAPIA CROCANTE;2;95,73
04/09/2026;2655;SKOLBEATS GT 313ML;1;11,9
04/09/2026;2662;MISTO COM OVO;13;209,17
04/09/2026;2707;PIRULITO BLONG;1;2
04/09/2026;2720;PAO NA CHAPA C REQUEIJAO TOSTADO;9;162,82
04/09/2026;2721;MINAS QUENTE;1;14,19
04/09/2026;2722;OMELETE FRANGO CATUPIRY;2;58,11
04/09/2026;2734;SUCO ABACAXI COM HORTELA;2;30,58
04/09/2026;2738;SUCO DE MARACUJA;3;49,17
04/09/2026;2739;SUCO DE MORANGO;1;16,39
04/09/2026;2740;SUCO VERDE;1;16,26
04/09/2026;2742;VITAMINA DE BANANA AO LEITE;1;16,39
04/09/2026;2752;CHOCOLATE QUENTE;1;18,9
04/09/2026;2756;ADD QUEIJO MINAS;3;19,24
04/09/2026;2772;MISTO MINEIRO;2;31,29
04/09/2026;2788;PAO FRANCES DIARIA;90;99
04/09/2026;2825;TRIDENT 8G;22;87,52
04/09/2026;2847;CARIBE;1;5,9
04/09/2026;2883;NESCAFE CAPPUCCINO 270ML;2;25,8
04/09/2026;2934;MIL FOLHAS SABORES UND;7;98,43
04/09/2026;2943;PAO DOCE COLEGIAL KG;1,586;111,83
04/09/2026;2951;ROSCA DE COCO;1;12,9
04/09/2026;2953;GRISSINI PARMESAO KG;0,466;63,63
04/09/2026;2954;PIZZA SECA;3;30,69
04/09/2026;2956;PAO ITALIANO;4;55,6
04/09/2026;3046;COCA COLA  KS;11;81,62
04/09/2026;3083;COXINHA DE BRIGADEIRO E MORANGO;12;171,92
04/09/2026;3119;SPRITE LATA;2;15,8
04/09/2026;3131;LUA DE MEL NUTELLA;3;21,71
04/09/2026;3151;DJARUM BLACK KRETEK MENTHOL;1;22,75
04/09/2026;3179;YOPRO MORANGO 15G;5;64,5
04/09/2026;3207;PIPOCA ARTESANAL CACAU ORIGINAL;1;10,63
04/09/2026;3218;TARTELETE DE MORANGO;2;24,63
04/09/2026;3271;DUNH ON (KENT) BLUE BOX;2;29
04/09/2026;3272;QUEIJO BOLA KG;0,128;12,79
04/09/2026;3356;PAO FERMENTACAO NATURAL  G;1;21,2
04/09/2026;3400;DEL VALLE LARANJA  1L;1;12,9
04/09/2026;3591;TRIDENT GARRAFA;2;39,27
04/09/2026;3754;RUFFLES SAL 76G;1;12,9
04/09/2026;3862;MANTEIGA COM SAL POTE 200G REGINA;1;16,9
04/09/2026;3877;LUCKY STRIKE 2CAPS;5;78,55
04/09/2026;3919;MADELEINE;0,912;63,76
04/09/2026;3947;SPAGUETTI CARBONARA;1;43,89
04/09/2026;3950;TRADICIONAL;11;413,65
04/09/2026;3951;NHONHO;5;195,57
04/09/2026;3952;KIDS;6;155,65
04/09/2026;3958;NHOQUE;3;12,62
04/09/2026;3975;BISCOITO AM. SASHA;0,536;48,2
04/09/2026;3976;BATON EXTRA MILK 16G;3;11,05
04/09/2026;3980;BISCOITO AM. GOIABINHA;0,3;26,97
04/09/2026;4122;QUICHE SABORES;14;241,67
04/09/2026;4127;PAO DE PROVOLONE;0,548;21,85
04/09/2026;4129;FOCACCIA SIMPLES;5;75,48
04/09/2026;4238;CROISSANT SALGADO;6;60,48
04/09/2026;4278;QUEIJO PRATO PRESIDENT 300G;2,485;49,45
04/09/2026;4279;PRESUNTO TIPO PARMA;2;67,8
04/09/2026;4315;BRIOCHE MILHO;0,222;11,74
04/09/2026;4321;PAO PORTUGUES DE AZEITONA;5;44,5
04/09/2026;4327;CIABATTA RECHEADA;2;19,8
04/09/2026;4359;COF BOLO CORPORATIVO G;1;360
04/09/2026;4511;CROISSANT MORANGO C/NUTELLA;5;99,85
04/09/2026;4517;SANDUICHE DE MORTADELA DEF C/QUEIJO;2;28,18
04/09/2026;4579;MINI SONHO KG;4,086;292,06
04/09/2026;4580;BISCOITO MENTIRINHA KG;0,17;23,04
04/09/2026;4596;BISNAGUINHA KG;1,104;66,14
04/09/2026;4598;PIPOCA DOCE;3;29,7
04/09/2026;4655;TAXA DE ENTREGA;13;65,07
04/09/2026;4657;SANDUICHE NATURAL FRANGO;9;108,66
04/09/2026;4687;BOLO DE CENOURA C/ CHOCOLATE;6;182,39
04/09/2026;4704;SUCO DE LARANJA 500ML;4;81
04/09/2026;4725;PAO DOCE EXTRA GRANDE;6;78,26
04/09/2026;4734;CROISSANT NEUTRO;18;160,98
04/09/2026;4758;OREO BAUNILHA PICOLE 65G;1;20,9
04/09/2026;4772;BOLO FITA DOCE DE LEITE;6;90,37
04/09/2026;4774;VINHO CAMPO LARGO ROSE SUAVE UN 750ML;1;21,9
04/09/2026;4787;GATORADE LARANJA PET 500ML;1;9,9
04/09/2026;4826;QUEIJO PRATO FATIADO 150G SADIA;1;12,9
04/09/2026;4885;CHEETOS CRUNCHY WCHEESE;1;9,64
04/09/2026;4888;CONE KIT KAT;1;21,9
04/09/2026;4930;BABKA DE CHOCOLATE;1;18,9
04/09/2026;4990;ADD FRANGO SALADA;1;11,9
04/09/2026;5011;FRANGO C/ REQUEIJAO PIZZA;5;149,76
04/09/2026;5140;SONHO GOURMET;2;25,8
04/09/2026;5145;BROWNIE FATIA DOCE DE LEITE;1;14,9
04/09/2026;5164;EMBALAGEM PARA VIAGEM;2;5,5
04/09/2026;5233;ESFIHA FECHADA SABORES;25;299,63
04/09/2026;5290;BOLO DE CENOURA C/CHOCOLATE KG;1,278;79,95
04/09/2026;5293;SCHWEPPES CITRUS LATA 350ML;8;66,23
04/09/2026;5322;DUNHILL ICE REFRESH;6;87,6
04/09/2026;5341;BANOFFE DE POTE;5;74,5
04/09/2026;5353;LUA DE MEL LIMAO;5;32,28
04/09/2026;5383;PAO INTEGRAL UNI;1;13,9
04/09/2026;5384;PAO MULTIGRAOS;4;55,6
04/09/2026;5388;PAO DE AZEITE;3;41,7
04/09/2026;5413;FILE MIGNON C/ LINGUINE ALFREDO;2;97,24
04/09/2026;5414;CAMAROES C/ LINGUINE ALFREDO;2;98,49
04/09/2026;5443;BEB LACTEA YOPRO CHOCOLAT 15G PRO 250ML;3;38,7
04/09/2026;5468;SUCO LARAMORA;2;39,38
04/09/2026;5506;BROWNIE NUTELLA 90G;2;19,8
04/09/2026;5586;SALADA DO MAR;3;117,8
04/09/2026;5635;BISCOITO AM. PISTACHE;0,1;15,07
04/09/2026;5644;MEGA PISTACHE 74G;1;23,76
04/09/2026;5663;OREO BITES 72G;1;26,3
04/09/2026;5745;VINHO RESERVADO CHARDONNAY;1;34,9
04/09/2026;5806;TALHER DESCARTÁVEL DELIVERY;5;9,5
04/09/2026;5808;MOLHO PARA SALADA ADICIONAL DELIVERY;2;5
04/09/2026;5830;BAGUETE CAPRESE;2;25,8
04/09/2026;5840;CROISSANT MISTO DE QUEIJO E PRESUNTO;5;103,24
04/09/2026;5844;CROISSANT COM MORANGO OU BANANA COM NUTELLA;1;16,9
04/09/2026;5845;TORRADA PETROPOLIS SIMPLES;1;14,19
04/09/2026;5846;TORRADA PETROPOLIS OVOS E REQUEIJAO;5;116,72
04/09/2026;5849;SANDUICHE DE FRANGO CROCANTE;5;158,06
04/09/2026;5851;CHEESEBURGUER;1;25,82
04/09/2026;5853;SUCO ROSA;2;37,18
04/09/2026;5857;TAPIOCA OVOS MEXIDOS COM REQUEIJAO;1;22,9
04/09/2026;5900;BISCOITO AM. BAMBOLE KG;0,192;17,26
04/09/2026;5911;PAO DE QUEIJO RECHEADO KG;7,652;716,99
04/09/2026;5927;PRESUNTO SADIA KG;2,372;142,12
04/09/2026;5930;PEITO DE PERU SADIA KG;0,976;87,76
04/09/2026;6004;COF MINI CROISSANT SALGADO;15;44,85
04/09/2026;6017;COF PAO DE QUEIJO;45;104,85
04/09/2026;6037;FUNCIONÁRIOS COCA-COLA 2L;3;44,7
04/09/2026;6043;BISCOITO  AM.NATA C/ AVELA;0,118;16,51
04/09/2026;6062;COF PAO FRANCES;155;201,5
04/09/2026;6077;ADD FRANGO MASSA;1;13,09
04/09/2026;6170;TORTA KINDER FATIA;6;143,4
04/09/2026;6172;RED BULL ZERO;1;13,9
04/09/2026;6173;TORTA OREO FATIA;1;23,9
04/09/2026;6197;KITKAT GOLD PICOLE 45G;1;11,74
04/09/2026;6243;BOWL DELICIE-SE;1;36,19
04/09/2026;6259;MANTEIGA KREMINAS C/SAL PT 200G;4;55,6
04/09/2026;6273;BENTO CAKE 10CM;1;34,9
04/09/2026;6287;NESCAFE EXTRA FORTE SACHET 40G;1;13,66
04/09/2026;6300;TORTA FERRERO FATIA;2;51,22
04/09/2026;6334;CLASSIC CHOC AO LEITE 150G;2;39,8
04/09/2026;6339;NESCAFÉ CHOCOCINO 270ML;1;12,9
04/09/2026;6358;NESTLE CHOCO TRIO;1;11,9
04/09/2026;6467;MENTOS WILD SPEARMINT;1;4,5
04/09/2026;6471;GRISSINI AZEITE KG;0,352;45,72
04/09/2026;6491;PARMESAO FATIADO VIGOR 200G;2;65,8
04/09/2026;6499;LATTE DOCE DE LEITE;1;17,96
04/09/2026;6501;FRENCH TOAST BANANA;3;64,68
04/09/2026;6506;ADD BATATA FRITA SANDUICHES;2;19,58
04/09/2026;6508;SANDUICHE DE ATUM DEFUMADO;1;27,39
04/09/2026;6512;NESCAU PROTEIN 250ML;2;28,9
04/09/2026;6516;ROSCA SALGADA;23;297,6
04/09/2026;6517;ROSCA DE AMENDOA;9;137,38
04/09/2026;6538;TORTA BRIGADEIRO BRANCO 24CM;1;199,9
04/09/2026;6545;CASADINHO DE COOKIE;1;18,9
04/09/2026;6566;ALMOCO KG;46,5;4431,79
04/09/2026;6595;BISCOITO POLVILHO COM QUEIJO;1,098;110,86
04/09/2026;6598;PIRULITO POP ZOI;2;5,8
04/09/2026;6621;PAO DOCE COLEGIAL - 6 UNIDADES;3;50,7
04/09/2026;6630;BATON CHOCOSTICK TRIPLO CHOCOLATE;1;4,9
04/09/2026;6651;BEB LACTEA YOPRO  CHEESCAKE 15G;1;13,71
04/09/2026;6662;PROMO-CONFEITARIA;27,89;27,89
04/09/2026;6666;BOLO DE BANANA INTEGRAL KG;1,792;112,87
04/09/2026;6678;NESCAFE GOLD INTSD 6 40G;1;12,9
04/09/2026;6684;CHOCOLATE CHOCOSTICK AVELA 26G;1;4,9
04/09/2026;6707;BOLO FITA CENOURA COM CHOCOLATE;8;119,2
04/09/2026;6708;ROCAMBOLE DOCE DE LEITE;1;18,9
04/09/2026;6710;PAO DE TAPIOCA G;1;13,9
04/09/2026;6711;GUARDANAPO COQUETEL 100UNI;1;5,9
04/09/2026;6731;PAPEL P/ CIGARRO POP KING SIZE LARGE;2;9,8
04/09/2026;6739;REQUEIJAO TIROLEZ 200G;2;27,8
04/09/2026;6740;MANTEIGA C/SAL TIROLEZ 200G;1;17,9
04/09/2026;6744;KITKAT  TUTTI FRUTTI 415G;2;15,8
04/09/2026;7,89284E+12;H2O LIMAO 500ML;8;72,43
04/09/2026;7,8949E+12;COCA COLA 2+250 ML;6;113,4
04/09/2026;7,8949E+12;COCA COLA 2+250 ML ZERO;1;18,9
04/09/2026;7,89893E+12;AGUA S GAS 15 TERESOPOLIS;4;28,51
05/09/2026;2;COCA-COLA 2L;8;151,28
05/09/2026;3;COCA-COLA 2L ZERO;9;173,3
05/09/2026;4;H2O LIMONETO 500ML;3;29,21
05/09/2026;6;COCA-COLA LATA 350 ML;12;113,65
05/09/2026;7;COCA-COLA LATA ZERO 350ML;28;266,74
05/09/2026;15;AGUA S/G 15L;3;21,21
05/09/2026;19;MATTE LEAO PET 300ML;5;35,48
05/09/2026;24;FANTA UVA LATA;1;8,33
05/09/2026;28;GUARANA ANTARCTICA 500ML;1;7,9
05/09/2026;37;PUDIM PQ;1;12,9
05/09/2026;38;GUARANA ANTARTICA 2L;2;30,99
05/09/2026;39;GUARANA ANTARTICA 2L ZERO;1;14,9
05/09/2026;41;GUARANA ANTARTICA 600ML;3;35,7
05/09/2026;42;GUARANA ANTARTICA LATA;1;7,9
05/09/2026;51;AGUA C/G 500ML;15;95,67
05/09/2026;60;GUARAVITA;28;83,17
05/09/2026;61;BOLO PRESTIGIO KG;2,032;113,04
05/09/2026;62;GUARAVITON;8;56,51
05/09/2026;72;HEINEKEN LONG NECK 330ML;4;53,49
05/09/2026;78;BRAHMA LATAO 473 ML;3;29,7
05/09/2026;96;BOLO PISCINA DE LIMAO;2;71,76
05/09/2026;100;QUEIJO MINAS KG;0,494;29,59
05/09/2026;107;REQUEIJAO ELEGE 200 GR;1;13,9
05/09/2026;109;REQUEIJAO TRADICIONAL ITAMBE;2;33,8
05/09/2026;114;PRESTIGIO;1;6,36
05/09/2026;119;TODDYNHO;10;49,49
05/09/2026;123;RED BULL ORIGINAL;1;13,9
05/09/2026;166;LEITE ZERO LACTOSE 1L;1;9,9
05/09/2026;167;LEITE INTEGRAL 1L;7;70,14
05/09/2026;173;OVOS 1 DUZIA;1;15,9
05/09/2026;175;QUINDIM PQ;2;17,8
05/09/2026;200;QUEIJO PRATO KG;3,16;269,68
05/09/2026;217;BISCOITO CHOCOLATE 160G;1;6,9
05/09/2026;278;CERVEJA CORONA EXTRA;6;71,4
05/09/2026;282;NISSIN LAMEN CARNE;1;4,99
05/09/2026;300;QUEIJO MUSSARELA KG;3,098;263,81
05/09/2026;306;OLEO DE SOJA 900ML;1;11,9
05/09/2026;333;HALLS SABORES 28GR;8;24
05/09/2026;347;MENTOS 37G;1;4,5
05/09/2026;351;POLENGUINHO 17G;6;11,94
05/09/2026;353;DANONE MORANGO 170G;2;11,8
05/09/2026;359;DIVERSOS;7;58,5
05/09/2026;400;PRESUNTO SEARA KG;2,042;112,74
05/09/2026;408;CAFE ESPRESSO PEQUENO;13;111,67
05/09/2026;409;CAFE ESPRESSO GRANDE;14;150,46
